stationId,stationName,parkingQRBikeCnt,parkingELECBikeCnt,stationLatitude,stationLongitude,parking_total
ST-4,102. 망원역 1번출구 앞,10,4,37.5556488,126.91062927,14
ST-5,103. 망원역 2번출구 앞,4,4,37.55495071,126.91083527,8
ST-6,104. 합정역 1번출구 앞,0,2,37.55073929,126.91508484,2
ST-7,105. 합정역 5번출구 앞,1,0,37.55000687,126.91482544,1
ST-8,106. 합정역 7번출구 앞,0,0,37.54864502,126.91282654,0
ST-9,107. 신한은행 서교동지점,2,4,37.55751038,126.91850281,6
ST-10,108. 서교동 사거리,9,3,37.55274582,126.91861725,12
ST-15,111. 상수역 2번출구 앞,1,0,37.54787064,126.92353058,1
ST-16,112. 극동방송국 앞,1,1,37.54920197,126.92320251,2
ST-18,113. 홍대입구역 2번출구 앞,63,8,37.5574379,126.9238205,71
ST-20,114. 홍대입구역 8번출구 앞,21,2,37.55706024,126.92442322,23
ST-12,115. 마스타 빌딩 앞,10,0,37.55893326,126.92711639,10
ST-17,117. 홍은사거리,8,1,37.59115982,126.94132996,9
ST-19,118. 광흥창역 2번출구 앞,1,0,37.54773331,126.9317627,1
ST-21,119. 서강나루 공원,6,8,37.54520798,126.93146515,14
ST-22,120. 신수동 사거리,2,1,37.54524231,126.93411255,3
ST-23,121. 마포소방서 앞,0,1,37.54976654,126.93317413,1
ST-24,122. 신성기사식당 앞,3,3,37.54745865,126.93837738,6
ST-25,123. 문화촌 공원,4,0,37.59432983,126.9473877,4
ST-26,124. 서강대 정문 건너편,1,2,37.55113983,126.93698883,3
ST-28,126. 서강대 후문 옆,4,5,37.55041122,126.94384766,9
ST-29,127. 현대벤처빌 앞,0,0,37.5535202,126.93695068,0
ST-30,128. 신촌역(2호선) 1번출구 옆,1,3,37.55549622,126.93634033,4
ST-31,129. 신촌역(2호선) 6번출구 옆,0,0,37.55505371,126.93756866,0
ST-32,130. 신촌역(2호선) 7번출구 앞,4,2,37.55485916,126.93615723,6
ST-33,131. 증산2교,6,7,37.5841713,126.91110229,13
ST-35,133. 해담는다리,5,6,37.58203125,126.90899658,11
ST-36,134. 연세로 명물길,6,0,37.55789185,126.93807983,6
ST-37,135. 명물길 원형무대 앞,0,0,37.55922699,126.93984222,0
ST-39,137. 신촌기차역입구 교차로,2,0,37.55681229,126.9431839,2
ST-40,138. 신촌동 제1공영주차장 앞,1,5,37.5591774,126.93452454,6
ST-43,139. 연세대 정문 건너편,2,0,37.55986404,126.93441772,2
ST-41,140. 이화여대 후문,7,0,37.560009,126.94073486,7
ST-42,141. 연대 대운동장 옆,5,0,37.56238174,126.93264771,5
ST-200,142. 아현역 4번출구 앞,3,0,37.55720139,126.95566559,3
ST-201,143. 공덕역 2번출구,4,2,37.54457855,126.9502182,6
ST-202,144. 공덕역 8번출구,8,2,37.5435791,126.95132446,10
ST-203,145. 공덕역 5번출구,4,4,37.54425049,126.95163727,8
ST-204,146. 마포역 2번출구 뒤,2,4,37.53993607,126.94582367,6
ST-205,147. 마포역 4번출구 뒤,0,2,37.53927231,126.94591522,2
ST-206,148. 용강동 주민센터 앞,5,3,37.54234695,126.94302368,8
ST-207,150. 서강대역 2번출구 앞,2,0,37.55295563,126.93434143,2
ST-210,153. 성산2교 사거리,0,0,37.56469727,126.91261292,0
ST-211,154. 마포구청역 ,1,1,37.56090927,126.90549469,2
ST-212,155. 가좌역1 번출구 앞,1,3,37.56829453,126.91504669,4
ST-213,156. 서울서부지방법원 앞,1,3,37.54933167,126.95491791,4
ST-214,157. 애오개역 4번출구 앞,3,0,37.5530014,126.95668793,3
ST-216,159. 이대역 4번 출구,1,0,37.55695343,126.94634247,1
ST-217,160. 북아현동 가구거리,11,2,37.55754852,126.9593811,13
ST-218,161. 무악재역1번 출구,1,0,37.58224487,126.95064545,1
ST-219,162. 봉원고가차도 밑,4,6,37.56626129,126.94667053,10
ST-220,163. 명지전문대학교 정문 앞,2,1,37.58369827,126.9249649,3
ST-221,164. 북가좌1동 주민센터 ,2,0,37.57447815,126.91004944,2
ST-222,165. 중앙근린공원,0,2,37.57513809,126.91394043,2
ST-223,166. 가재울 초등학교,4,0,37.57381821,126.91923523,4
ST-224,167. 연가초등학교 옆,0,0,37.57946014,126.91712952,0
ST-226,169. 북가좌 삼거리,0,1,37.57300186,126.90779877,1
ST-227,170. DMC파크뷰자이아파트 302동 앞,2,0,37.57311249,126.9224472,2
ST-228,171. 임광빌딩 앞,1,0,37.56472397,126.96727753,1
ST-230,173. 서대문역 8번출구 앞,1,0,37.56477737,126.96614838,1
ST-231,175. 홍연2교옆,6,2,37.57806778,126.93088531,8
ST-555,176. 명지대학교 도서관,1,0,37.58109665,126.92402649,1
ST-345,177. 북가좌 초등학교,1,2,37.57763672,126.90965271,3
ST-349,178. 증산3교 앞,3,1,37.57987595,126.90634918,4
ST-232,179. 가좌역 4번출구 앞,0,8,37.56877518,126.91529846,8
ST-233,180. 충정로역 7번출구 아래,9,0,37.55996704,126.96246338,9
ST-339,181. 망원초록길 입구,0,1,37.55134201,126.90267181,1
ST-340,182. 망원2빗물펌프장 앞,0,0,37.5513649,126.90306091,0
ST-341,183. 하늘채코오롱아파트 건너편,5,4,37.56538773,126.91932678,9
ST-342,184. 7번가피자 서교망원점,1,5,37.55894852,126.90775299,6
ST-343,185. 마포 신수공원 앞,1,0,37.54254532,126.93429565,1
ST-344,186. 월드컵공원,5,8,37.56396484,126.89820862,13
ST-346,188. 홍은동 정원여중 입구,4,1,37.58638763,126.93512726,5
ST-347,191. 서우빌딩,9,5,37.57889175,126.91073608,14
ST-348,192. 연서어린이공원,1,0,37.57222748,126.92306519,1
ST-350,194. 증산교 앞,1,2,37.57731628,126.90296936,3
ST-351,195. 모래내고가차도 ,0,0,37.56765747,126.91780853,0
ST-352,196. 연희교차로 인근,3,0,37.56612015,126.92589569,3
ST-354,198. 충정2교,14,1,37.5621376,126.96377563,15
ST-443,199. 서울 월드컵 경기장,17,6,37.56684494,126.89644623,23
ST-45,200. 국회의원회관,4,0,37.52841568,126.91391754,4
ST-46,201. 진미파라곤 앞,17,3,37.53123856,126.92133331,20
ST-47,202. 국민일보 앞,120,13,37.52881622,126.92453003,133
ST-51,203. 국회의사당역 3번출구 옆,21,0,37.5280571,126.91870117,21
ST-50,204. 국회의사당역 5번출구 옆,11,1,37.52816391,126.91702271,12
ST-52,205. 산업은행 앞,50,2,37.52626419,126.92050934,52
ST-53,206. KBS 앞,41,0,37.52466583,126.91802216,41
ST-73,207. 여의나루역 1번출구 앞,1,1,37.52715683,126.93190002,2
ST-55,209. 유진투자증권빌딩 앞,37,0,37.52461243,126.92783356,37
ST-59,213. KT앞,12,4,37.52190781,126.91895294,16
ST-60,214. 금융감독원 앞,47,5,37.5230217,126.9208374,52
ST-64,215. 여의도고교 앞,2,2,37.52483749,126.93490601,4
ST-66,217. NH농협은행 앞,90,2,37.52207947,126.93036652,92
ST-62,219. 롯데캐슬엠파이어 옆,23,0,37.52069473,126.92583466,23
ST-63,220. 미성아파트 A동 앞,0,1,37.5193634,126.92604828,1
ST-67,221. 여의도초교 앞,0,0,37.52267456,126.93778992,0
ST-68,222. 시범아파트버스정류장 옆,24,4,37.51902008,126.93688965,28
ST-69,223. 진주아파트상가 앞,16,1,37.51913071,126.9333725,17
ST-70,224. 롯데캐슬 앞,8,0,37.5200882,126.93236542,8
ST-71,225. 앙카라공원 앞,3,3,37.51758575,126.92961884,6
ST-72,226. 샛강역 1번출구 앞,10,2,37.51776505,126.92841339,12
ST-277,227. 양평2나들목 보행통로 입구,17,2,37.54466629,126.88835907,19
ST-278,228. 선유도역 3번출구 앞,22,7,37.53845978,126.89450836,29
ST-279,229. 양평1 보행육교 앞,54,10,37.53587341,126.8921814,64
ST-413,230. 영등포구청역 1번출구,33,1,37.52463531,126.89621735,34
ST-280,231. 남부고용노동지청 남측,6,1,37.52450562,126.89182281,7
ST-281,232. 양평우림 이비즈센타 앞,15,5,37.52565002,126.88781738,20
ST-282,233. 양평1동 YP센터 앞,16,0,37.52848816,126.89164734,16
ST-284,235. 신길동 우리은행 옆,8,1,37.50456619,126.91023254,9
ST-285,236. 문래동자이아파트 앞,15,0,37.51615524,126.89461517,15
ST-286,237. 보라매 두산위브 건너편,1,0,37.49651337,126.91480255,1
ST-287,238. 제2구민체육센타 앞,3,0,37.52638626,126.90275574,3
ST-288,239. 유스호스텔 앞,7,5,37.5258522,126.90328217,12
ST-289,240. 문래역 4번출구 앞,24,1,37.51873779,126.89557648,25
ST-290,241. 신길우성1차아파트 앞 공원,3,0,37.50501633,126.89853668,3
ST-291,242. 신길선원가와인아파트 앞,7,0,37.51093292,126.91022491,7
ST-292,243. 이앤씨드림타워 앞,14,1,37.52708435,126.89138031,15
ST-293,244. 영등포삼환아파트 앞,16,1,37.53007889,126.90570831,17
ST-294,245. 삼성생명 당산사옥 앞,5,3,37.52826309,126.89662933,8
ST-295,247. 당산역 10번출구 앞,14,4,37.53342056,126.90223694,18
ST-296,248. 초원아파트 앞,2,0,37.53105545,126.92420959,2
ST-297,249. 여의도중학교 옆,0,0,37.52434921,126.93611908,0
ST-298,250. 대림아파트 사거리,7,0,37.50764084,126.92308044,7
ST-299,251. 서울지방병무청 버스정류장,9,1,37.50449371,126.92195129,10
ST-300,252. 보라매역4번출구,8,3,37.49982834,126.91994476,11
ST-302,254. 도림신협 앞,13,3,37.50380325,126.90341949,16
ST-303,255. 도림사거리,1,0,37.50657272,126.90113068,1
ST-304,256. 동아에코빌입구,1,0,37.50947571,126.89929962,1
ST-306,258. 신길역3번출구,0,0,37.51769257,126.91429901,0
ST-307,259. 대방역6번출구,8,0,37.51359177,126.92593384,8
ST-414,260. 여의도 마리나선착장 앞,7,1,37.53365707,126.91216278,8
ST-416,262. 영문초등학교 사거리,13,2,37.51992798,126.88918304,15
ST-417,263. 근로자회관 사거리,11,1,37.51715088,126.8886261,12
ST-418,264. 교보생명보험 앞,17,4,37.52193069,126.89161682,21
ST-419,265. 영등포유통상가 사거리,31,0,37.52113342,126.89653778,31
ST-420,266. 영등포청과시장 사거리,22,3,37.52029419,126.90119171,25
ST-421,267. 삼성화재 사옥 옆,10,1,37.53596115,126.89830017,11
ST-422,268. 그랜드컨벤션센터 앞,0,1,37.53471756,126.90000153,1
ST-424,270. 증권거래소후문교차로,33,0,37.52234268,126.92710114,33
ST-425,271. 샛강생태공원방문자센터 앞,8,1,37.51896286,126.9216156,9
ST-426,272. 당산육갑문,13,2,37.53533936,126.90367889,15
ST-1320,275. 신동아아파트,2,0,37.52269745,126.88568115,2
ST-1321,276. 영등포로터리2,3,0,37.51828384,126.9126358,3
ST-1323,278. 쌍용플레티넘오피스텔,17,1,37.50793076,126.89523315,18
ST-1353,279. 영등포 푸르지오 아파트 B,16,1,37.51322937,126.90446472,17
ST-1539,280. 양평동6차현대아파트 앞,11,0,37.53210068,126.8944397,11
ST-1540,281. 대림신동아아파트 앞,6,0,37.49824142,126.89398193,6
ST-1541,282. 신한은행 대림동지점,6,4,37.48752975,126.90487671,10
ST-1649,283. 아크로타워 스퀘어(영등포시장),5,0,37.52251816,126.90721893,5
ST-1650,284. 센트럴 푸르지오 시티 앞,4,3,37.51821136,126.90222931,7
ST-1651,285. 콤텍시스템 앞,9,1,37.49985886,126.89723969,10
ST-1652,286. 우성아파트 교차로,18,4,37.49457169,126.89974976,22
ST-1653,287. 영등포전화국사거리 (서강어린이공원),1,0,37.52576828,126.90573883,1
ST-1677,288. 쌍용예가(구청별관),13,0,37.52809906,126.89338684,13
ST-1697,289. 대림3동사거리,8,4,37.49980927,126.89800262,12
ST-1698,290. 새말소공원,28,1,37.5315094,126.89782715,29
ST-1699,291. 문래동 하이테크 시티,59,3,37.51412964,126.89939117,62
ST-1700,292. 영일 어린이공원,0,0,37.51012039,126.90406799,0
ST-1701,293. 충북 미래관,0,0,37.52917099,126.90757751,0
ST-1967,295.영등포공원 분수대 앞,1,0,37.51481247,126.91170502,1
ST-1968,296.KT플라자 영등포점,21,0,37.52630234,126.90538025,21
ST-1969,297.국회3문,1,1,37.52863693,126.91267395,2
ST-1970,298.KBS 연구동 건너편,26,3,37.52750778,126.91429901,29
ST-1971,299.여의도 순복음교회,3,0,37.53179169,126.92245483,3
ST-116,300. 정동사거리,0,1,37.56805038,126.96923065,1
ST-117,301. 경복궁역 7번출구 앞,14,1,37.57579422,126.97145081,15
ST-118,302. 경복궁역 4번출구 뒤,15,1,37.57594681,126.97406006,16
ST-119,303. 광화문역 1번출구 앞,4,0,37.57176971,126.97466278,4
ST-121,305. 종로구청 옆,20,5,37.57255936,126.97833252,25
ST-123,307. 서울역사박물관 앞,0,7,37.56999969,126.97109985,7
ST-124,308. 광화문 S타워 앞,52,5,37.56996918,126.97393799,57
ST-125,309. 광화문역 6번출구 옆 B,15,2,37.56996155,126.97615814,17
ST-126,310. 청계광장 옆,17,0,37.56887817,126.9774704,17
ST-130,314. 국립현대미술관,0,0,37.5797081,126.98085785,0
ST-132,316. 종각역 1번출구 앞,23,1,37.57039642,126.98178864,24
ST-134,318. 광교사거리 남측,6,1,37.56863403,126.98231506,7
ST-136,320. 을지로입구역 4번출구 앞,6,0,37.56622314,126.98358917,6
ST-137,321. KEB 하나금융그룹 명동사옥 옆,11,1,37.56546402,126.98413849,12
ST-138,322. 명동성당 앞,2,1,37.56447601,126.98696899,3
ST-140,324. 신세계백화점 본점 앞,13,1,37.56134415,126.9805069,14
ST-142,326. 안국역 5번출구 앞,5,1,37.57624054,126.98616028,6
ST-143,327. 낙원상가 옆,3,2,37.57335663,126.9874649,5
ST-144,328. 탑골공원 앞,2,0,37.57039642,126.9881897,2
ST-145,329. 청계2가 사거리 옆,15,1,37.56848526,126.98788452,16
ST-147,331. 을지로2가 사거리 북측,6,0,37.56638336,126.98720551,6
ST-148,332. 을지로2가 사거리 남측,3,0,37.56599045,126.98779297,3
ST-150,334. 종로3가역 2번출구 뒤,3,0,37.5705986,126.99179077,3
ST-151,335. 종로3가역 15번출구 앞,6,0,37.57019424,126.99165344,6
ST-152,336. 충무로역 6번출구 앞,1,0,37.56144714,126.99311066,1
ST-153,337. 창경궁 입구,7,0,37.57897949,126.99647522,7
ST-154,338. 세운스퀘어 앞,0,2,37.57095718,126.99712372,2
ST-155,339. 종로4가 사거리,3,0,37.57106781,126.99819183,3
ST-156,340. 혜화동 로터리,0,4,37.58562851,127.00067902,4
ST-157,341. 혜화역 3번출구 뒤,0,2,37.58156967,127.00178528,2
ST-158,342. 대학로 마로니에공원,1,1,37.57978439,127.00253296,2
ST-159,343. 힐스테이트창경궁 아파트 앞,0,1,37.57561111,127.00469971,1
ST-160,344. 성균관대 E하우스 앞,6,0,37.57419968,127.0065918,6
ST-161,345. 서울보증보험본사 앞,4,0,37.57330704,127.00070953,4
ST-162,346. 맥스타일 앞,4,4,37.56918335,127.00988007,8
ST-163,347. 동대문역사문화공원역 9번출구 앞,1,0,37.56533051,127.00784302,1
ST-183,348. 독립문역 사거리,3,0,37.57202911,126.96078491,3
ST-165,349. 어린이도서관,2,0,37.57633209,126.96858978,2
ST-167,351. 청운초교 앞 삼거리,1,0,37.58496857,126.97041321,1
ST-168,352. 중앙고입구 삼거리,6,0,37.58341599,126.98523712,6
ST-169,353. 재동초교 앞 삼거리,9,0,37.57938766,126.9849472,9
ST-170,354. 포르투갈 대사관 앞,11,2,37.57915497,126.98896027,13
ST-171,355. 서울사대부설초등학교 앞,2,0,37.57650757,127.00245667,2
ST-172,356. KT혜화지사 앞,3,2,37.57714462,127.00205994,5
ST-173,358. 성균관대입구 사거리 A,4,0,37.58250046,126.99853516,4
ST-174,359. 원남동사거리,2,0,37.57606125,126.99768066,2
ST-175,361. 동묘앞역 1번출구 뒤,5,0,37.57324219,127.01590729,5
ST-176,362. 청계8가사거리 A,1,0,37.57219696,127.02304077,1
ST-177,363. 신설동역 11번출구 뒤,5,2,37.57559204,127.02285004,7
ST-178,364. 창신역 1번출구 앞,0,0,37.57933426,127.01508331,0
ST-180,367. 독립문역 3-1번출구 ,10,2,37.57415771,126.95851898,12
ST-181,368. SK 서린빌딩 앞,60,5,37.5692482,126.98053741,65
ST-185,370. 시청역(2호선) 9번출구 뒤,36,4,37.56322861,126.97483826,40
ST-186,371. 동대입구역 6번출구 뒤,8,0,37.55887222,127.00553894,8
ST-187,372. 약수역 3번출구 뒤,2,0,37.55429459,127.01119995,2
ST-189,374. 청구역 2번출구 앞,3,1,37.5604744,127.01407623,4
ST-194,379. 서울역9번출구,1,1,37.55599976,126.97335815,2
ST-195,380. CJ제일제당 앞,4,1,37.56386566,127.00274658,5
ST-196,381. 장충체육관,3,0,37.55853271,127.00698853,3
ST-197,382. 약수역 10번출구 앞,0,1,37.55519867,127.01004791,1
ST-198,383. 신당역 12번 출구 뒤,1,8,37.5658493,127.0164032,9
ST-199,384. 종로학원본원 ,0,0,37.55978012,126.96850586,0
ST-336,385. 종각역 5번출구,23,3,37.56983566,126.98265839,26
ST-338,387. 훈련원공원주차장 앞,7,2,37.56699371,127.00346375,9
ST-444,388. 동성중학교 앞,0,0,37.58573532,127.0016098,0
ST-943,389. 을지로4가역 1번출구,6,0,37.5667305,126.99660492,6
ST-944,390. 충무로역 1번출구,1,0,37.56138992,126.9953537,1
ST-977,391. 시립미술관,3,2,37.56505203,126.97340393,5
ST-1372,393. 동대문역 8번 출구,10,4,37.57014084,127.00937653,14
ST-1373,394. 경희궁 자이 3단지,5,1,37.56748962,126.96591949,6
ST-1374,395. 경희궁 자이 2단지,8,6,37.56885529,126.96456146,14
ST-1432,397. 종묘공영주차장 건너편,3,1,37.57048035,126.99663544,4
ST-1435,398. 을지로3가역 3번출구,1,0,37.56655884,126.99243927,1
ST-1436,399. 서울역 센트럴 자이아파트,2,0,37.55410767,126.96540833,2
ST-110,400. 상암한화오벨리스크 1차 앞,1,0,37.58752441,126.88300323,1
ST-76,401. 상암월드컵파크 10단지 앞,4,2,37.58618927,126.88161469,6
ST-77,402. 상암월드컵파크 9단지 앞,2,1,37.5829277,126.87983704,3
ST-78,403. 부엉이공원 앞,1,0,37.58559036,126.88472748,1
ST-80,405. DMC빌 앞,12,2,37.58265686,126.88578796,14
ST-81,406. 상암월드컵파크 7단지 앞,12,3,37.58111191,126.88087463,15
ST-83,407. 마포구 육아종합지원센터,0,2,37.58063126,126.88367462,2
ST-84,408. LG CNS앞,15,3,37.58081055,126.88665009,18
ST-86,409. 누리꿈스퀘어 옆,49,4,37.57939911,126.88916016,53
ST-88,410. 상암중학교 옆,7,0,37.57739258,126.88747406,7
ST-90,411. DMC홍보관,31,0,37.5779953,126.89147186,31
ST-91,412. DMC산학협력연구센터 앞,33,0,37.57565689,126.89079285,33
ST-92,413. 상암월드컵파크 3단지 후문,5,0,37.57147598,126.88968658,5
ST-94,414. 상암동주민센터 옆,15,8,37.57822037,126.89447021,23
ST-95,415. DMC역 9번출구 앞,5,0,37.57746887,126.89736176,5
ST-96,416. 상암월드컵파크 1단지 교차로,9,0,37.57566452,126.89444733,9
ST-93,417. DMC역 2번출구 옆,17,2,37.57506943,126.8999176,19
ST-89,418. 월드컵경기장역 3번출구 옆,1,4,37.57048035,126.89889526,5
ST-87,419. 홈플러스 마포점 앞,4,0,37.56842041,126.89942932,4
ST-85,420. 서울시 공공자전거 상암센터,49,3,37.56624603,126.8961792,52
ST-82,421. 마포구청 앞,0,0,37.56574631,126.9018631,0
ST-968,422. 문화비축기지,11,1,37.56897736,126.89440155,12
ST-990,424. 롯데하이마트 (상암월드컵점) ,17,1,37.57361984,126.8980484,18
ST-991,425. DMC첨단산업센터,1,0,37.58450317,126.88559723,1
ST-992,426. 서울신용보증재단,7,7,37.54906082,126.95417786,14
ST-1397,427. 성산시영아파트,1,0,37.56958389,126.90381622,1
ST-1437,428. 명보사거리,2,1,37.56439972,126.99143219,3
ST-1438,429. 송도병원,0,0,37.54988861,127.00734711,0
ST-1439,430. 장충동먹자골목 앞,6,0,37.56212616,127.0062561,6
ST-1440,431. 청계천 영도교,0,0,37.5710144,127.01974487,0
ST-1494,432. 마포중앙도서관,7,3,37.56333923,126.90820312,10
ST-1668,433. 을지로입구역 2번출구,19,0,37.56634521,126.98229218,19
ST-1669,434. 신당 래미안 버스정류장,0,2,37.56148911,127.02393341,2
ST-1670,435. SK 남산빌딩,2,0,37.55686188,126.97561646,2
ST-1675,436. 이대역 5번출구,0,0,37.55659103,126.94618988,0
ST-1691,437. 대흥역 1번출구,5,2,37.54846954,126.9409256,7
ST-1692,438. 성산2-1 공영주차장,1,0,37.56472015,126.9067688,1
ST-1754,440. 하늘공원 입구,7,0,37.57012177,126.88134766,7
ST-1761,441.염천교사거리,0,14,37.55989075,126.97149658,14
ST-1768,442.서울역 서부,0,0,37.55641556,126.9691925,0
ST-1769,443.호암아트홀,1,0,37.5621109,126.97071838,1
ST-1771,445.대한상공회의소,15,4,37.56015396,126.97410583,19
ST-938,446. 상명대입구,4,1,37.60012817,126.95783234,5
ST-939,447. 신영동삼거리,2,0,37.60399246,126.96194458,2
ST-941,449. 일성아파트,9,4,37.60871887,126.97286224,13
ST-978,450. 효자동 삼거리,1,1,37.58360291,126.97254944,2
ST-979,451. 청와대앞길,0,0,37.58351517,126.97966766,0
ST-1605,452. 동대문 종합시장 버스정류장,2,1,37.57123947,127.00440979,3
ST-1606,453. 종로오가 지하쇼핑센터 14번출구,5,1,37.57114029,127.00067139,6
ST-1607,454. 종로2가 버스정류장 (종각방향),10,0,37.57035828,126.98638153,10
ST-1608,455. 종로6가역 버스정류장(동대문 방향),2,0,37.570961,127.00605774,2
ST-1609,456. 숭인2동 주민센터 입구,4,1,37.57447052,127.0198288,5
ST-1610,457. 종로꽃시장 입구 옆,5,1,37.57131958,127.00720978,6
ST-1611,458. 광화문역 5번출구,25,3,37.56989288,126.97756958,28
ST-1619,461. 서울지방경찰청,1,0,37.57436371,126.97236633,1
ST-1752,462. 신영동삼거리(북악터널방향),1,0,37.60351181,126.96206665,1
ST-1756,464. 삼청동 골목,6,2,37.58419037,126.98169708,8
ST-1759,465. 삼청공원 앞,8,0,37.58760452,126.9835968,8
ST-1772,466.롯데호텔,18,1,37.56584167,126.97981262,19
ST-1773,467.한국은행,12,1,37.5622139,126.98086548,13
ST-1774,468.웨스틴 조선호텔,8,1,37.56415939,126.97948456,9
ST-1775,469.회현역 1번출구,1,0,37.5592308,126.98014069,1
ST-1776,470.회현역 7번출구,1,0,37.55974579,126.98000336,1
ST-1777,471.회현사거리 남측,0,2,37.56035995,126.98265076,2
ST-1778,472.삼일교(시그니쳐 타워),4,1,37.56787109,126.98840332,5
ST-1779,473.을지로4가역 9번출구,2,0,37.56605148,126.99798584,2
ST-1780,474.동대문역사문화공원역 1번출구 뒤편,22,10,37.56629944,127.00849152,32
ST-1781,475.DDP 패션몰,20,13,37.56764984,127.0118103,33
ST-1782,476.광희문,1,0,37.56443024,127.00995636,1
ST-1783,477.앰배서더 호텔 주변,1,0,37.55928802,127.00268555,1
ST-1785,479.동대입구역 3번 출구,8,0,37.55937576,127.00602722,8
ST-1786,480.약수역 6번 출구,0,0,37.55432129,127.01070404,0
ST-1789,483.남산타운아파트 버스정류장,0,0,37.54758453,127.00643921,0
ST-1790,484.도동삼거리,0,0,37.55614853,126.97742462,0
ST-1791,485.서울역5번출구,8,4,37.55677032,126.97319794,12
ST-2019,486. 평창동주민센터 앞,3,1,37.60627365,126.96832275,4
ST-2146,487.신석초교앞 교차로 교통섬,3,12,37.54364014,126.93830872,15
ST-2147,488.푸르메병원,2,0,37.58456802,126.88021088,2
ST-2148,489.구룡근린공원,0,1,37.58320236,126.88276672,1
ST-2149,490.가온문화공원,29,1,37.58207703,126.88766479,30
ST-2150,491.월드컵파크 4단지,3,1,37.57597733,126.88806915,4
ST-2152,493.홍대입구역 6번출구,5,0,37.55657578,126.9288559,5
ST-2153,494.신수동주민센터,1,0,37.54724503,126.93502808,1
ST-2154,495.염리초등학교 앞,4,0,37.54243088,126.9469986,4
ST-2156,497.합정동주민센터 앞,0,1,37.551754,126.91230011,1
ST-2157,498.연남동주민센터 앞,4,3,37.56465149,126.92212677,7
ST-97,500. 어린이대공원역 3번출구 앞,3,0,37.54706955,127.07427216,3
ST-98,501. 광진구의회 앞,16,0,37.53730774,127.07035065,16
ST-99,502. 자양(뚝섬한강공원)역 1번출구 앞,32,13,37.53186035,127.06719208,45
ST-102,505. 자양사거리 광진아크로텔 앞,0,1,37.53701019,127.08224487,1
ST-103,506. 금호 어울림 아파트 앞,11,2,37.54906082,127.05779266,13
ST-105,508. 성수아카데미타워 앞,19,1,37.54516602,127.05751038,20
ST-107,510. 뚝도아리수정수센터 버스정류소 옆,16,3,37.54122162,127.04380035,19
ST-108,511. 서울숲역 5번 출구 옆,4,0,37.54458237,127.04460907,4
ST-109,512. 뚝섬역 1번 출구 옆,54,1,37.5485611,127.0450058,55
ST-111,513. 뚝섬역 5번 출구 정류소 옆,26,1,37.54630661,127.04980469,27
ST-112,514. 성수사거리 버스정류장 앞,5,2,37.54257965,127.06330872,7
ST-113,515. 광양중학교 앞,0,2,37.53023529,127.08683014,2
ST-114,516. 광진메디칼 앞,0,0,37.54840469,127.06936646,0
ST-234,518. 청계천 박물관 앞,1,8,37.57152557,127.03535461,9
ST-235,519. 양지사거리,2,9,37.56699371,127.02991486,11
ST-236,520. 상왕십리역 4번 출구 앞,0,0,37.56385803,127.03031921,0
ST-237,521. 왕십리역 11번 출구 앞,5,0,37.56144714,127.03491974,5
ST-238,522. 금호역 1번출구 앞,12,1,37.5486412,127.01642609,13
ST-239,523. 옥수동성당 옆,3,4,37.54366302,127.01406097,7
ST-240,524. 래미안금호하이리버 아파트 102동 옆,5,6,37.55220032,127.02505493,11
ST-241,525. 한양대병원사거리,10,0,37.55805206,127.04035187,10
ST-242,526. 용답토속공원 앞,8,2,37.56351089,127.05672455,10
ST-243,529. 장한평역 8번 출구 앞,25,4,37.56137085,127.06365967,29
ST-244,530. 청계벽산아파트 앞,1,0,37.56874847,127.03040314,1
ST-245,533. 금남시장 교차로,5,1,37.54814911,127.02108765,6
ST-246,534. 금호사거리,2,1,37.54863358,127.02572632,3
ST-247,535. 응봉삼거리,0,1,37.5539856,127.03359222,1
ST-248,536. 행당역 2번출구 앞,3,0,37.55735016,127.02921295,3
ST-249,537. 한양대후문역 부근,2,0,37.56035614,127.04139709,2
ST-250,538. 답십리역 8번출구 앞,12,4,37.56764984,127.05115509,16
ST-252,539. 군자교교차로,1,0,37.55979538,127.07420349,1
ST-253,540. 군자역 7번출구 베스트샵 앞,0,0,37.55603027,127.0786438,0
ST-254,542. 강변역 4번출구 뒤,30,4,37.53582382,127.09416199,34
ST-255,543. 구의공원(테크노마트 앞),35,2,37.53596878,127.09467316,37
ST-256,544. 광남중학교,28,8,37.54072952,127.10290527,36
ST-257,546. 잠실대교북단 교차로,3,1,37.53247833,127.08509064,4
ST-258,548. 자양나들목,0,1,37.5297699,127.07485962,1
ST-259,549. 아차산역 3번출구,8,0,37.55122375,127.08970642,8
ST-251,550. 서울시설공단 앞,5,7,37.57164001,127.03565979,12
ST-377,551. 구의삼성쉐르빌 앞,1,8,37.54006195,127.09449768,9
ST-378,552. 대림아크로리버 앞,31,1,37.53657913,127.0929718,32
ST-381,555. 구의3동주민센터,0,1,37.53784943,127.09217072,1
ST-357,556. 달맞이공원,5,0,37.54205322,127.020401,5
ST-358,557. 도선동 주민센터 앞,4,2,37.56764221,127.0256958,6
ST-359,558. 성동광진 교육지원청 앞,11,1,37.56460571,127.03652191,12
ST-360,559. 왕십리역 4번 출구 건너편,6,0,37.56109619,127.03679657,6
ST-361,560. 비전교회 앞,0,0,37.55120468,127.06893158,0
